1370844000.000000 0.100000
1370846400.000000 0.101519
1370848800.000000 0.106031
1370851200.000000 0.113397
1370853600.000000 0.123396
1370856000.000000 0.135721
1370858400.000000 0.150000
1370860800.000000 0.165798
1370863200.000000 0.182635
1370865600.000000 0.200000
1370868000.000000 0.217365
1370870400.000000 0.234202
1370872800.000000 0.250000
1370875200.000000 0.264279
1370877600.000000 0.276604
1370880000.000000 0.286603
1370882400.000000 0.293969
1370884800.000000 0.298481
1370887200.000000 0.300000
1370889600.000000 0.298481
1370892000.000000 0.293969
1370894400.000000 0.286603
1370896800.000000 0.276604
1370899200.000000 0.264279
1370901600.000000 0.250000
1370904000.000000 0.234202
1370906400.000000 0.217365
1370908800.000000 0.200000
1370911200.000000 0.182635
1370913600.000000 0.165798
1370916000.000000 0.150000
1370918400.000000 0.135721
1370920800.000000 0.123396
1370923200.000000 0.113397
1370925600.000000 0.106031
1370928000.000000 0.101519
1370930400.000000 0.100000
1370932800.000000 0.101519
1370935200.000000 0.106031
1370937600.000000 0.113397
1370940000.000000 0.123396
1370942400.000000 0.135721
1370944800.000000 0.150000
1370947200.000000 0.165798
1370949600.000000 0.182635
1370952000.000000 0.200000
1370954400.000000 0.217365
1370956800.000000 0.234202
1370959200.000000 0.250000
1370961600.000000 0.264279
1370964000.000000 0.276604
1370966400.000000 0.286603
1370968800.000000 0.293969
1370971200.000000 0.298481
1370973600.000000 0.300000
1370976000.000000 0.298481
1370978400.000000 0.293969
1370980800.000000 0.286603
1370983200.000000 0.276604
1370985600.000000 0.264279
1370988000.000000 0.250000
1370990400.000000 0.234202
1370992800.000000 0.217365
1370995200.000000 0.200000
1370997600.000000 0.182635
1371000000.000000 0.165798
1371002400.000000 0.150000
1371004800.000000 0.135721
1371007200.000000 0.123396
1371009600.000000 0.113397
1371012000.000000 0.106031
1371014400.000000 0.101519
1371016800.000000 0.100000
1371019200.000000 0.101519
1371021600.000000 0.106031
1371024000.000000 0.113397
1371026400.000000 0.123396
1371028800.000000 0.135721
1371031200.000000 0.150000
1371033600.000000 0.165798
1371036000.000000 0.182635
1371038400.000000 0.200000
1371040800.000000 0.217365
1371043200.000000 0.234202
1371045600.000000 0.250000
1371048000.000000 0.264279
1371050400.000000 0.276604
1371052800.000000 0.286603
1371055200.000000 0.293969
1371057600.000000 0.298481
1371060000.000000 0.300000
1371062400.000000 0.298481
1371064800.000000 0.293969
1371067200.000000 0.286603
1371069600.000000 0.276604
1371072000.000000 0.264279
1371074400.000000 0.250000
1371076800.000000 0.234202
1371079200.000000 0.217365
1371081600.000000 0.200000
1371084000.000000 0.182635
1371086400.000000 0.165798
1371088800.000000 0.150000
1371091200.000000 0.135721
1371093600.000000 0.123396
1371096000.000000 0.113397
1371098400.000000 0.106031
1371100800.000000 0.101519
1371103200.000000 0.100000
